,ID,Cocina,Rating
394,198,0,0.06639229377423907
396,199,0,0.022609444732111985
399,200,1,0.009571489182951521
400,201,0,0.020119384262641024
402,202,0,0.020046734653866142
404,203,0,0.07206650049253928
407,204,1,0.009571489182951521
408,205,0,0.023792727450727014
411,206,1,0.015517090209362615
412,207,0,0.020324672777832082
415,208,1,0.000544848347847818
417,209,1,0.0005678955203332636
419,210,1,0.01963877892382006
420,211,0,0.020669431141921935
423,212,1,0.015517090209362615
424,213,0,0.020324672777832082
427,214,1,0.0015525588692482017
429,215,1,0.021523566692135537
430,216,0,0.020209883195027843
432,217,0,0.0704074012410515
435,218,1,0.0015525588692482017
437,219,1,0.0005524315450513781
438,220,0,0.020046734653866142
440,221,0,0.07915326109822324
442,222,0,0.028559202326338975
445,223,1,0.01963877892382006
446,224,0,0.06639229377423907
448,225,0,0.028559202326338975
450,226,0,0.0634352788099379
453,227,1,0.0034338038846705387
455,228,1,0.017962039600103282
456,229,0,0.07206650049253928
459,230,1,0.02610741196952646
461,231,1,0.0008474478896206505
462,232,0,0.07390026776884878
465,233,1,0.002294038486367846
467,234,1,0.023358349359532585
468,235,0,0.0634352788099379
471,236,1,0.0034338038846705387
472,237,0,0.020209883195027843
475,238,1,0.0006439048925888955
477,239,1,0.021523566692135537
479,240,1,0.0005406869231263233
480,241,0,0.025641540045855823
482,242,0,0.020669431141921935
484,243,0,0.022609444732111985
487,244,1,0.017962039600103282
489,245,1,0.002294038486367846
491,246,1,0.0006048982778773382
493,247,1,0.0007143880763163934
494,248,0,0.05125446362130375
497,249,1,0.014478804520982111
498,250,0,0.0704074012410515
501,251,1,0.0006439048925888955
502,252,0,0.019987432371153968
505,253,1,0.0005392999643213525
506,254,0,0.021831619070021062
509,255,1,0.0006048982778773382
511,256,1,0.0008474478896206505
513,257,1,0.000544848347847818
515,258,1,0.023358349359532585
517,259,1,0.013258230240690273
518,260,0,0.07617443647188171
520,261,0,0.06639229377423907
523,262,1,0.0034338038846705387
525,263,1,0.000544848347847818
526,264,0,0.02130407112782585
528,265,0,0.07390026776884878
531,266,1,0.0005406869231263233
533,267,1,0.01164448603523606
535,268,1,0.000582048655183078
536,269,0,0.019938270974564562
538,270,0,0.020046734653866142
541,271,1,0.000544848347847818
542,272,0,0.0634352788099379
545,273,1,0.01164448603523606
546,274,0,0.028559202326338975
548,275,0,0.08313159154262718
550,276,0,0.020473164334761255
553,277,1,0.0008474478896206505
554,278,0,0.06862576603874605
557,279,1,0.015517090209362615
558,280,0,0.020669431141921935
561,281,1,0.005094185378934588
562,282,0,0.022609444732111985
565,283,1,0.0006439048925888955
566,284,0,0.020209883195027843
568,285,0,0.07206650049253928
571,286,1,0.017962039600103282
573,287,1,0.01164448603523606
574,288,0,0.020046734653866142
577,289,1,0.0005678955203332636
578,290,0,0.06639229377423907
581,291,1,0.009571489182951521
582,292,0,0.023792727450727014
584,293,0,0.019987432371153968
586,294,0,0.020669431141921935
588,295,0,0.019987432371153968
590,296,0,0.02130407112782585
593,297,1,0.0005524315450513781
595,298,1,0.002294038486367846
596,299,0,0.05125446362130375
598,300,0,0.08313159154262718
601,301,1,0.024916574805720102
603,302,1,0.0005678955203332636
604,303,0,0.020935058936768232
607,304,1,0.014478804520982111
609,305,1,0.014478804520982111
610,306,0,0.07617443647188171
613,307,1,0.0005586843599405336
614,308,0,0.07915326109822324
617,309,1,0.0034338038846705387
618,310,0,0.023792727450727014
620,311,0,0.05125446362130375
622,312,0,0.08846236970710758
624,313,0,0.05568323764523088
627,314,1,0.007247010157210567
629,315,1,0.013258230240690273
631,316,1,0.015517090209362615
633,317,1,0.0005392999643213525
634,318,0,0.025641540045855823
636,319,0,0.08313159154262718
639,320,1,0.013258230240690273
641,321,1,0.0005392999643213525
642,322,0,0.07617443647188171
644,323,0,0.06639229377423907
647,324,1,0.005094185378934588
649,325,1,0.013258230240690273
651,326,1,0.0005586843599405336
653,327,1,0.0015525588692482017
655,328,1,0.021523566692135537
656,329,0,0.05125446362130375
658,330,0,0.07390026776884878
660,331,0,0.07915326109822324
662,332,0,0.020935058936768232
665,333,1,0.014478804520982111
666,334,0,0.07390026776884878
668,335,0,0.020935058936768232
670,336,0,0.07390026776884878
673,337,1,0.0015525588692482017
675,338,1,0.0008474478896206505
677,339,1,0.024916574805720102
679,340,1,0.024916574805720102
681,341,1,0.0005524315450513781
683,342,1,0.023358349359532585
684,343,0,0.07206650049253928
687,344,1,0.01963877892382006
689,345,1,0.002294038486367846
691,346,1,0.0005586843599405336
693,347,1,0.0005406869231263233
695,348,1,0.005094185378934588
697,349,1,0.005094185378934588
698,350,0,0.020119384262641024
701,351,1,0.000582048655183078
702,352,0,0.06639229377423907
705,353,1,0.0015525588692482017
707,354,1,0.014478804520982111
708,355,0,0.019987432371153968
711,356,1,0.0005586843599405336
712,357,0,0.07915326109822324
715,358,1,0.000544848347847818
716,359,0,0.020324672777832082
718,360,0,0.021831619070021062
720,361,0,0.05568323764523088
723,362,1,0.02610741196952646
724,363,0,0.020669431141921935
726,364,0,0.025641540045855823
728,365,0,0.06639229377423907
730,366,0,0.023792727450727014
732,367,0,0.020935058936768232
735,368,1,0.005094185378934588
737,369,1,0.021523566692135537
738,370,0,0.020935058936768232
740,371,0,0.020324672777832082
742,372,0,0.04570397601515575
744,373,0,0.028559202326338975
746,374,0,0.020209883195027843
749,375,1,0.014478804520982111
751,376,1,0.01164448603523606
753,377,1,0.0008474478896206505
755,378,1,0.000582048655183078
757,379,1,0.000544848347847818
759,380,1,0.015517090209362615
761,381,1,0.0015525588692482017
763,382,1,0.016612802944745163
764,383,0,0.08313159154262718
767,384,1,0.0007143880763163934
768,385,0,0.05125446362130375
770,386,0,0.020324672777832082
773,387,1,0.0005480340774336701
774,388,0,0.039094848090295495
777,389,1,0.015517090209362615
778,390,0,0.07915326109822324
780,391,0,0.019938270974564562
782,392,0,0.07617443647188171
785,393,1,0.024916574805720102
786,394,0,0.019987432371153968
789,395,1,0.01164448603523606
791,396,1,0.0008474478896206505
793,397,1,0.0005406869231263233
795,398,1,0.0015525588692482017
797,399,1,0.021523566692135537
799,400,1,0.0005424821127427082
801,401,1,0.013258230240690273
803,402,1,0.0005678955203332636
804,403,0,0.020119384262641024
806,404,0,0.02130407112782585
809,405,1,0.014478804520982111
810,406,0,0.02130407112782585
812,407,0,0.023792727450727014
815,408,1,0.005094185378934588
816,409,0,0.06862576603874605
819,410,1,0.014478804520982111
821,411,1,0.002294038486367846
823,412,1,0.0015525588692482017
825,413,1,0.01164448603523606
826,414,0,0.08846236970710758
829,415,1,0.02610741196952646
830,416,0,0.04570397601515575
832,417,0,0.022609444732111985
834,418,0,0.0704074012410515
837,419,1,0.0005424821127427082
839,420,1,0.016612802944745163
841,421,1,0.0006048982778773382
843,422,1,0.0006439048925888955
844,423,0,0.019987432371153968
847,424,1,0.0006048982778773382
848,425,0,0.019987432371153968
851,426,1,0.0005586843599405336
853,427,1,0.0005586843599405336
854,428,0,0.020669431141921935
857,429,1,0.0006439048925888955
858,430,0,0.07617443647188171
861,431,1,0.0005424821127427082
863,432,1,0.0015525588692482017
865,433,1,0.014478804520982111
866,434,0,0.039094848090295495
868,435,0,0.06862576603874605
870,436,0,0.020324672777832082
872,437,0,0.020119384262641024
874,438,0,0.05125446362130375
876,439,0,0.05568323764523088
879,440,1,0.0005524315450513781
880,441,0,0.06862576603874605
882,442,0,0.08846236970710758
885,443,1,0.007247010157210567
886,444,0,0.07915326109822324
889,445,1,0.023358349359532585
890,446,0,0.07390026776884878
893,447,1,0.01164448603523606
894,448,0,0.07390026776884878
896,449,0,0.020119384262641024
898,450,0,0.05125446362130375
901,451,1,0.01164448603523606
902,452,0,0.06639229377423907
905,453,1,0.015517090209362615
907,454,1,0.024916574805720102
908,455,0,0.07206650049253928
910,456,0,0.021831619070021062
913,457,1,0.005094185378934588
914,458,0,0.07390026776884878
917,459,1,0.014478804520982111
919,460,1,0.014478804520982111
921,461,1,0.0005678955203332636
922,462,0,0.020209883195027843
925,463,1,0.009571489182951521
927,464,1,0.000582048655183078
929,465,1,0.023358349359532585
931,466,1,0.024916574805720102
932,467,0,0.03301833774776618
935,468,1,0.01963877892382006
936,469,0,0.05568323764523088
938,470,0,0.08846236970710758
940,471,0,0.019938270974564562
942,472,0,0.020209883195027843
944,473,0,0.020119384262641024
946,474,0,0.05568323764523088
949,475,1,0.0005678955203332636
951,476,1,0.0034338038846705387
953,477,1,0.000544848347847818
955,478,1,0.0005678955203332636
957,479,1,0.023358349359532585
959,480,1,0.0007143880763163934
960,481,0,0.039094848090295495
962,482,0,0.023792727450727014
964,483,0,0.08313159154262718
966,484,0,0.028559202326338975
969,485,1,0.0008474478896206505
970,486,0,0.05125446362130375
972,487,0,0.019987432371153968
974,488,0,0.021831619070021062
976,489,0,0.028559202326338975
978,490,0,0.020119384262641024
980,491,0,0.023792727450727014
983,492,1,0.0006439048925888955
985,493,1,0.009571489182951521
987,494,1,0.016612802944745163
988,495,0,0.07617443647188171
991,496,1,0.024916574805720102
992,497,0,0.07390026776884878
994,498,0,0.06862576603874605
996,499,0,0.025641540045855823
999,500,1,0.01164448603523606
1000,501,0,0.019987432371153968
1003,502,1,0.0005524315450513781
1005,503,1,0.000582048655183078
1006,504,0,0.08313159154262718
1008,505,0,0.025641540045855823
1011,506,1,0.0005406869231263233
1012,507,0,0.05125446362130375
1015,508,1,0.013258230240690273
1016,509,0,0.022609444732111985
1019,510,1,0.007247010157210567
1021,511,1,0.016612802944745163
1022,512,0,0.020324672777832082
1024,513,0,0.07915326109822324
1026,514,0,0.020046734653866142
1028,515,0,0.025641540045855823
1031,516,1,0.023358349359532585
1032,517,0,0.04570397601515575
1034,518,0,0.019987432371153968
1036,519,0,0.0704074012410515
1038,520,0,0.0704074012410515
1041,521,1,0.0005480340774336701
1043,522,1,0.023358349359532585
1045,523,1,0.0005392999643213525
1047,524,1,0.0006048982778773382
1049,525,1,0.01963877892382006
1050,526,0,0.08846236970710758
1053,527,1,0.013258230240690273
1054,528,0,0.020669431141921935
1057,529,1,0.015517090209362615
1059,530,1,0.0015525588692482017
1060,531,0,0.05975339843420946
1062,532,0,0.019938270974564562
1064,533,0,0.020046734653866142
1066,534,0,0.020209883195027843
1068,535,0,0.022609444732111985
1071,536,1,0.0005424821127427082
1073,537,1,0.0006048982778773382
1074,538,0,0.019938270974564562
1077,539,1,0.016612802944745163
1079,540,1,0.023358349359532585
1081,541,1,0.017962039600103282
1082,542,0,0.020473164334761255
1084,543,0,0.0634352788099379
1087,544,1,0.0005586843599405336
1088,545,0,0.02130407112782585
1090,546,0,0.025641540045855823
1093,547,1,0.007247010157210567
1094,548,0,0.07915326109822324
1096,549,0,0.020473164334761255
1099,550,1,0.0005524315450513781
1100,551,0,0.05568323764523088
1102,552,0,0.05568323764523088
1104,553,0,0.019987432371153968
1107,554,1,0.0010998617987515332
1108,555,0,0.020935058936768232
1110,556,0,0.020046734653866142
1113,557,1,0.0006439048925888955
1115,558,1,0.0005406869231263233
1116,559,0,0.020119384262641024
1118,560,0,0.028559202326338975
1121,561,1,0.021523566692135537
1123,562,1,0.015517090209362615
1124,563,0,0.020669431141921935
1126,564,0,0.019938270974564562
1129,565,1,0.000544848347847818
1130,566,0,0.03301833774776618
1133,567,1,0.023358349359532585
1134,568,0,0.08846236970710758
1136,569,0,0.08846236970710758
1139,570,1,0.009571489182951521
1141,571,1,0.01164448603523606
1142,572,0,0.0704074012410515
1144,573,0,0.020119384262641024
1147,574,1,0.005094185378934588
1148,575,0,0.020669431141921935
1151,576,1,0.014478804520982111
1153,577,1,0.002294038486367846
1155,578,1,0.016612802944745163
1156,579,0,0.03301833774776618
1158,580,0,0.019938270974564562
1160,581,0,0.0634352788099379
1163,582,1,0.000582048655183078
1164,583,0,0.05568323764523088
1167,584,1,0.0005424821127427082
1168,585,0,0.07390026776884878
1171,586,1,0.0005480340774336701
1172,587,0,0.03301833774776618
1175,588,1,0.009571489182951521
1176,589,0,0.06862576603874605
1179,590,1,0.0010998617987515332
1180,591,0,0.05975339843420946
1182,592,0,0.019938270974564562
1185,593,1,0.0005392999643213525
1187,594,1,0.02610741196952646
1188,595,0,0.021831619070021062
1191,596,1,0.0006048982778773382
1192,597,0,0.020473164334761255
1195,598,1,0.005094185378934588
1196,599,0,0.022609444732111985
1198,600,0,0.0704074012410515
1201,601,1,0.01963877892382006
1202,602,0,0.08313159154262718
1204,603,0,0.020119384262641024
1206,604,0,0.08846236970710758
1209,605,1,0.0007143880763163934
1211,606,1,0.009571489182951521
1212,607,0,0.05125446362130375
1215,608,1,0.02610741196952646
1216,609,0,0.020669431141921935
1219,610,1,0.024916574805720102
1220,611,0,0.020119384262641024
1222,612,0,0.039094848090295495
1224,613,0,0.020473164334761255
1227,614,1,0.000544848347847818
1228,615,0,0.07390026776884878
1231,616,1,0.0007143880763163934
1232,617,0,0.05568323764523088
1234,618,0,0.0634352788099379
1236,619,0,0.023792727450727014
1239,620,1,0.0007143880763163934
1240,621,0,0.020046734653866142
1242,622,0,0.07617443647188171
1244,623,0,0.021831619070021062
1246,624,0,0.07206650049253928
1248,625,0,0.025641540045855823
1250,626,0,0.022609444732111985
1252,627,0,0.05975339843420946
1255,628,1,0.0015525588692482017
1256,629,0,0.023792727450727014
1259,630,1,0.01963877892382006
1260,631,0,0.07617443647188171
1263,632,1,0.0005392999643213525
1264,633,0,0.02130407112782585
1266,634,0,0.028559202326338975
1269,635,1,0.0005586843599405336
1270,636,0,0.039094848090295495
1272,637,0,0.0704074012410515
1274,638,0,0.028559202326338975
1276,639,0,0.020669431141921935
1279,640,1,0.0007143880763163934
1281,641,1,0.0008474478896206505
1283,642,1,0.0010998617987515332
1285,643,1,0.000544848347847818
1287,644,1,0.009571489182951521
1289,645,1,0.0005586843599405336
1290,646,0,0.020669431141921935
1293,647,1,0.000544848347847818
1295,648,1,0.015517090209362615
1297,649,1,0.0005392999643213525
1298,650,0,0.019938270974564562
1300,651,0,0.019938270974564562
1303,652,1,0.016612802944745163
1305,653,1,0.0015525588692482017
1307,654,1,0.013258230240690273
1308,655,0,0.028559202326338975
1311,656,1,0.0005392999643213525
1312,657,0,0.08313159154262718
1315,658,1,0.0007143880763163934
1317,659,1,0.0005406869231263233
1319,660,1,0.024916574805720102
1321,661,1,0.000544848347847818
1322,662,0,0.019987432371153968
1325,663,1,0.009571489182951521
1327,664,1,0.024916574805720102
1329,665,1,0.014478804520982111
1330,666,0,0.021831619070021062
1332,667,0,0.05975339843420946
1334,668,0,0.020669431141921935
1337,669,1,0.0007143880763163934
1338,670,0,0.07206650049253928
1341,671,1,0.0005524315450513781
1342,672,0,0.019938270974564562
1344,673,0,0.07206650049253928
1346,674,0,0.020473164334761255
1348,675,0,0.020935058936768232
1350,676,0,0.07915326109822324
1352,677,0,0.04570397601515575
1355,678,1,0.007247010157210567
1357,679,1,0.009571489182951521
1358,680,0,0.020669431141921935
1361,681,1,0.016612802944745163
1363,682,1,0.024916574805720102
1364,683,0,0.025641540045855823
1367,684,1,0.0005524315450513781
1368,685,0,0.05568323764523088
1371,686,1,0.000582048655183078
1372,687,0,0.028559202326338975
1375,688,1,0.002294038486367846
1376,689,0,0.05568323764523088
1378,690,0,0.02130407112782585
1381,691,1,0.0005424821127427082
1382,692,0,0.021831619070021062
1384,693,0,0.020209883195027843
1387,694,1,0.0005678955203332636
1389,695,1,0.013258230240690273
1390,696,0,0.019987432371153968
1393,697,1,0.016612802944745163
1394,698,0,0.08846236970710758
1396,699,0,0.020324672777832082
1398,700,0,0.07617443647188171
1400,701,0,0.07617443647188171
1402,702,0,0.08846236970710758
1404,703,0,0.07390026776884878
1406,704,0,0.07390026776884878
1408,705,0,0.07390026776884878
1410,706,0,0.023792727450727014
1413,707,1,0.005094185378934588
1414,708,0,0.07915326109822324
1416,709,0,0.019938270974564562
1418,710,0,0.07617443647188171
1420,711,0,0.07390026776884878
1423,712,1,0.0005406869231263233
1424,713,0,0.07617443647188171
1426,714,0,0.020046734653866142
1428,715,0,0.020935058936768232
1431,716,1,0.0005524315450513781
1432,717,0,0.07617443647188171
1435,718,1,0.016612802944745163
1436,719,0,0.021831619070021062
1438,720,0,0.025641540045855823
1441,721,1,0.0007143880763163934
1443,722,1,0.0005406869231263233
1444,723,0,0.03301833774776618
1447,724,1,0.0005392999643213525
1448,725,0,0.025641540045855823
1450,726,0,0.020209883195027843
1452,727,0,0.021831619070021062
1454,728,0,0.06639229377423907
1456,729,0,0.021831619070021062
1458,730,0,0.05568323764523088
1460,731,0,0.028559202326338975
1462,732,0,0.023792727450727014
1464,733,0,0.0634352788099379
1467,734,1,0.0005678955203332636
1468,735,0,0.04570397601515575
1470,736,0,0.020209883195027843
1473,737,1,0.01963877892382006
1474,738,0,0.07206650049253928
1477,739,1,0.0034338038846705387
1478,740,0,0.028559202326338975
1481,741,1,0.02610741196952646
1482,742,0,0.0704074012410515
1484,743,0,0.05568323764523088
1487,744,1,0.000582048655183078
1488,745,0,0.07617443647188171
1491,746,1,0.0006048982778773382
1493,747,1,0.0007143880763163934
1494,748,0,0.02130407112782585
1497,749,1,0.0005678955203332636
1499,750,1,0.002294038486367846
1500,751,0,0.05125446362130375
1502,752,0,0.08846236970710758
1505,753,1,0.014478804520982111
1506,754,0,0.022609444732111985
1508,755,0,0.019987432371153968
1510,756,0,0.06862576603874605
1512,757,0,0.020324672777832082
1515,758,1,0.015517090209362615
1516,759,0,0.021831619070021062
1518,760,0,0.020473164334761255
1521,761,1,0.0034338038846705387
1522,762,0,0.06639229377423907
1524,763,0,0.07206650049253928
1527,764,1,0.005094185378934588
1529,765,1,0.0015525588692482017
1531,766,1,0.0005678955203332636
1533,767,1,0.0010998617987515332
1535,768,1,0.0005524315450513781
1536,769,0,0.0634352788099379
1539,770,1,0.0005406869231263233
1540,771,0,0.019938270974564562
1542,772,0,0.039094848090295495
1545,773,1,0.0005406869231263233
1546,774,0,0.0634352788099379
1548,775,0,0.021831619070021062
1550,776,0,0.021831619070021062
1553,777,1,0.017962039600103282
1554,778,0,0.07617443647188171
1556,779,0,0.020473164334761255
1559,780,1,0.007247010157210567
1560,781,0,0.020119384262641024
1563,782,1,0.0005586843599405336
1565,783,1,0.0007143880763163934
1566,784,0,0.05568323764523088
1568,785,0,0.02130407112782585
1570,786,0,0.019938270974564562
1573,787,1,0.0005524315450513781
1575,788,1,0.0034338038846705387
1577,789,1,0.007247010157210567
1578,790,0,0.0634352788099379
1581,791,1,0.0005392999643213525
1583,792,1,0.013258230240690273
1585,793,1,0.009571489182951521
1587,794,1,0.009571489182951521
1588,795,0,0.03301833774776618
1590,796,0,0.0704074012410515
1593,797,1,0.0005678955203332636
1594,798,0,0.05975339843420946
1597,799,1,0.0008474478896206505
1599,800,1,0.0010998617987515332
1601,801,1,0.000544848347847818
1602,802,0,0.02130407112782585
1605,803,1,0.0006048982778773382
1606,804,0,0.019938270974564562
1609,805,1,0.015517090209362615
1610,806,0,0.0634352788099379
1612,807,0,0.04570397601515575
1615,808,1,0.0005406869231263233
1617,809,1,0.0008474478896206505
1619,810,1,0.014478804520982111
1620,811,0,0.0704074012410515
1622,812,0,0.028559202326338975
1624,813,0,0.0634352788099379
1626,814,0,0.020473164334761255
1629,815,1,0.005094185378934588
1631,816,1,0.02610741196952646
1632,817,0,0.028559202326338975
1634,818,0,0.025641540045855823
1637,819,1,0.01963877892382006
1639,820,1,0.002294038486367846
1640,821,0,0.021831619070021062
1643,822,1,0.0005480340774336701
1645,823,1,0.01963877892382006
1647,824,1,0.02610741196952646
1649,825,1,0.024916574805720102
1651,826,1,0.0005586843599405336
1652,827,0,0.06862576603874605
1654,828,0,0.020935058936768232
1656,829,0,0.05568323764523088
1658,830,0,0.07617443647188171
1661,831,1,0.014478804520982111
1662,832,0,0.021831619070021062
1665,833,1,0.016612802944745163
1667,834,1,0.0005406869231263233
1668,835,0,0.0634352788099379
1670,836,0,0.07915326109822324
1673,837,1,0.01164448603523606
1675,838,1,0.007247010157210567
1677,839,1,0.017962039600103282
1679,840,1,0.0005392999643213525
1680,841,0,0.07915326109822324
1682,842,0,0.025641540045855823
1685,843,1,0.002294038486367846
1687,844,1,0.0006439048925888955
1688,845,0,0.022609444732111985
1691,846,1,0.014478804520982111
1692,847,0,0.025641540045855823
1694,848,0,0.03301833774776618
1697,849,1,0.02610741196952646
1698,850,0,0.020669431141921935
1700,851,0,0.07390026776884878
1703,852,1,0.01963877892382006
1704,853,0,0.020669431141921935
1706,854,0,0.06862576603874605
1709,855,1,0.0008474478896206505
1711,856,1,0.0005480340774336701
1712,857,0,0.07206650049253928
1714,858,0,0.07617443647188171
1717,859,1,0.000582048655183078
1719,860,1,0.02610741196952646
1720,861,0,0.02130407112782585
1722,862,0,0.07915326109822324
1724,863,0,0.02130407112782585
1726,864,0,0.020935058936768232
1728,865,0,0.07206650049253928
1731,866,1,0.014478804520982111
1732,867,0,0.020119384262641024
1734,868,0,0.020119384262641024
1737,869,1,0.0005480340774336701
1739,870,1,0.0005586843599405336
1740,871,0,0.020209883195027843
1742,872,0,0.028559202326338975
1745,873,1,0.000544848347847818
1747,874,1,0.0005524315450513781
1749,875,1,0.002294038486367846
1750,876,0,0.03301833774776618
1752,877,0,0.028559202326338975
1755,878,1,0.0005392999643213525
1757,879,1,0.0008474478896206505
1758,880,0,0.05975339843420946
1761,881,1,0.0015525588692482017
1763,882,1,0.016612802944745163
1764,883,0,0.07915326109822324
1766,884,0,0.028559202326338975
1768,885,0,0.021831619070021062
1770,886,0,0.020046734653866142
1773,887,1,0.017962039600103282
1775,888,1,0.02610741196952646
1777,889,1,0.0015525588692482017
1778,890,0,0.022609444732111985
1781,891,1,0.0005392999643213525
1782,892,0,0.020669431141921935
